name,ticker,rank,year,industry,sector,headquarters_state,headquarters_city,marketcap,revenue_mil,profit_mil,asset_mil,employees,description
Coterra Energy,CEI,420,2023,"Mining, Crude-Oil Production",Energy,TX,Houston,31,9051,4065,20154,1225,"Coterra Energy Inc. is an American oil and gas exploration and production company. The company focuses on the acquisition, exploration, development, and production of oil and natural gas reserves in key onshore basins in the United States. Coterra Energy operates as an independent energy company, with a primary goal of efficiently and responsibly extracting energy resources to meet the growing demand for oil and natural gas. The company is committed to sustainable practices and maintaining strong relationships with local communities and stakeholders."
Avery Dennison,AVY,421,2023,"Packaging, Containers",Materials,OH,Mentor,18464,9039,757,7951,36000,"Avery Dennison Corporation is a global company that specializes in the design and manufacture of a wide range of labeling and functional materials. The company serves various industries, including retail, apparel, automotive, and healthcare, offering innovative solutions such as adhesive technologies, RFID tags, and packaging materials. With a history dating back to the 1930s, Avery Dennison has established itself as a leader in the labeling and packaging industry, providing products that enhance brand visibility, product identification, and supply chain efficiency for businesses worldwide."
PVH,PVH,422,2023,Apparel,Apparel,NY,New York,6299,9024,200,11768,25000,"PVH Corp. is an American clothing company known for its fashion brands such as Calvin Klein, Tommy Hilfiger, Van Heusen, and IZOD. The company was founded in 1881 and has since grown into one of the largest global apparel companies, with a presence in over 40 countries. PVH Corp. designs, manufactures, and markets a variety of clothing and accessories for men, women, and children under its various brands. The company is committed to sustainability and social responsibility practices within its supply chain and operations. PVH Corp. is recognized for its innovative designs and high-quality products in the fashion industry."
GXO Logistics,GXO,423,2023,Transportation and Logistics,Transportation,CT,Greenwich,6267,8993,197,9219,112000,"GXO Logistics, Inc. is an American company that specializes in contract logistics and supply chain management. It was established in 2021 as a spin-off company from a larger logistics organization. GXO Logistics focuses on providing innovative solutions for managing complex supply chains, helping businesses optimize their operations, improve efficiency, and enhance customer satisfaction. The company offers a wide range of services, including warehousing, distribution, transportation, and e-commerce fulfillment, catering to various industries such as retail, technology, healthcare, and food and beverage. GXO Logistics has a global presence and is known for its advanced technology platforms and commitment to sustainability in its operations."
Polaris,PII,424,2023,Transportation Equipment,Transportation,MN,Medina,4623,8987,447,5218,16200,"Polaris Inc. is an American manufacturer of snowmobiles, ATVs, and neighborhood electric vehicles. The company also produces motorcycles through its Indian Motorcycle subsidiary, as well as commercial and military vehicles. Polaris was founded in 1954 and is known for its innovative and high-quality products in the powersports industry. The company has a global presence and operates multiple manufacturing facilities worldwide."
Global Payments,GPN,425,2023,Financial Data Services,Business Services,GA,Atlanta,27125,8976,112,44809,25000,"Global Payments Inc. is a leading provider of payment technology and software solutions for businesses around the world. The company offers a wide range of services, including payment processing, software integration, and e-commerce solutions. Global Payments serves a diverse customer base, including small businesses, multinational corporations, and financial institutions. With a focus on innovation and customer service, Global Payments has established itself as a trusted partner for businesses looking to streamline their payment processes and improve their overall operations."
Vertex Pharmaceuticals,VRTX,427,2023,Pharmaceuticals,Health Care,MA,Boston,115487,8931,3322,18151,4800,"Vertex Pharmaceuticals Incorporated is an American biopharmaceutical company known for discovering and developing small molecule drugs for serious diseases. Founded in 1989, Vertex focuses on creating treatments for cystic fibrosis, as well as other conditions such as alpha-1 antitrypsin deficiency, acute spinal cord injury, and more. The company's research and development efforts have led to the approval of several innovative therapies that have significantly improved the lives of patients worldwide. Vertex is recognized for its commitment to advancing scientific knowledge and transforming healthcare through its cutting-edge drug discovery and development programs."
Commercial Metals,CMC,428,2023,Metals,Materials,TX,Irving,6497,8914,1217,6237,12483,"Commercial Metals Company (CMC) is a global manufacturing, recycling, and fabricating company that operates in the United States and internationally. The company specializes in producing, recycling, and marketing steel and metal products, as well as related materials and services. With a history dating back to 1915, Commercial Metals Company has grown to become a leading player in the steel industry, providing a wide range of products and services to customers in various sectors, including construction, infrastructure, manufacturing, and energy. The company is known for its commitment to sustainability and environmental stewardship through its recycling operations and efforts to reduce its carbon footprint."
Autoliv,ALV,429,2023,Motor Vehicles & Parts,Motor Vehicles & Parts,MI,Auburn Hills,10169,8842,423,7717,65300,"Autoliv, Inc. is a Swedish-American company that specializes in automotive safety systems. It is the world's largest automotive safety supplier, developing and manufacturing airbags, seatbelts, steering wheels, and other safety components for major automobile manufacturers across the globe. Autoliv was founded in 1953 and has since expanded its operations internationally, employing over 67,000 people in more than 27 countries. The company is focused on developing innovative safety technology to protect passengers in vehicles and reduce the number of traffic accidents worldwide."
Constellation Brands,STZ,430,2023,Beverages,"Food, Beverages & Tobacco",NY,Victor,45544,8821,40,25856,10000,"Constellation Brands, Inc. is an American diversified beverage company with a portfolio of well-known and globally recognized beer, wine, and spirits brands. The company was established in 1945 and has since grown to become one of the leading alcohol producers in the United States. Constellation Brands owns and markets a wide range of popular brands across different categories, including beer brands such as Corona, Modelo, and Pacifico, wine brands such as Robert Mondavi, Kim Crawford, and Meiomi, as well as spirits brands like Svedka Vodka and High West Whiskey."
Hilton Worldwide Holdings,HLT,431,2023,"Hotels, Casinos, Resorts","Hotels, Restaurants & Leisure",VA,McLean,51117,8773,1255,15512,159000,"Hilton Worldwide Holdings Inc. is an American multinational hospitality company that manages and franchises a broad portfolio of hotels and resorts. Founded by Conrad Hilton in 1919, it is one of the largest and fastest-growing hospitality companies in the world. Hilton's portfolio includes a wide range of hotel brands catering to different market segments, including luxury, full-service, select-service, and extended-stay properties. With a global presence spanning over 100 countries, Hilton is known for its high standards of hospitality and customer service."
Foot Locker,FL,432,2023,Specialty Retailers: Apparel,Retailing,NY,New York,2156,8759,342,7907,31040,"Foot Locker, Inc. is an American sportswear and footwear retailer that operates in approximately 20 countries worldwide. The company was established in 1974 and is known for its wide selection of athletic footwear, apparel, and accessories from popular brands such as Nike, Adidas, Jordan, and Puma. Foot Locker, Inc. operates multiple retail chains, including Foot Locker, Kids Foot Locker, Champs Sports, and Eastbay, catering to a diverse customer base of athletes and sneaker enthusiasts."
Huntsman,HUN,433,2023,Chemicals,Chemicals,TX,The Woodlands,4401,8715,460,8220,7000,"Huntsman Corporation is an American multinational manufacturer and marketer of chemical products for consumers and industrial customers. The company operates in four business segments: Polyurethanes, Performance Products, Advanced Materials, and Textile Effects. Huntsman Corporation was founded in 1970 and has grown to become a leading global specialty chemicals company, with a focus on innovation and sustainability in its products and processes."
Burlington Stores,BURL,434,2023,Specialty Retailers: Apparel,Retailing,NJ,Burlington,11828,8703,230,7270,38018,"Burlington Stores, Inc., commonly known as Burlington, is an American national off-price department store retailer. It was founded in 1972 and has over 750 stores in 40 states and Puerto Rico. Burlington offers a wide range of products including clothing, shoes, accessories, furniture, and home goods from various brands at discounted prices. It is known for providing high-quality merchandise at affordable prices, making it a popular destination for budget-conscious shoppers."
Hertz Global Holdings,HTZ,435,2023,"Automotive Retailing, Services",Retailing,FL,Estero,1520,8685,2059,22497,25000,"Hertz Global Holdings, Inc. is an American car rental company that operates through its Hertz, Dollar, Thrifty, and Firefly brands. The company is one of the largest car rental companies in the world, with locations in 150 countries. Hertz was founded in 1918 and is headquartered in Estero, Florida. The company offers a wide range of rental vehicles, including cars, trucks, vans, and SUVs, to both leisure and business customers. In addition to its car rental services, Hertz also provides fleet management and car sales services."
Masco,MAS,436,2023,"Home Equipment, Furnishings",Household Products,MI,Livonia,15252,8680,844,5187,19000,"Masco Corporation is a global manufacturer of home improvement and building products. The company was founded in 1929 and has grown to become one of the leading providers of branded products for the home improvement and new home construction markets. Masco's product portfolio includes faucets, cabinets, architectural coatings, windows, and other related products. The company operates through various subsidiaries and has a presence in North America, Europe, and other international markets. With a focus on innovation and quality, Masco Corporation aims to enhance the overall living experience for consumers around the world."
Williams-Sonoma,WSM,437,2023,Specialty Retailers: Other,Retailing,CA,San Francisco,17986,8674,1128,4663,16800,"Williams-Sonoma, Inc. is an American publicly traded consumer retail company that sells kitchenware and home furnishings. It was founded in 1956 by Charles E. Williams in Sonoma, California. The company operates several retail brands, including its namesake Williams Sonoma, Pottery Barn, Pottery Barn Kids, West Elm, and others. Williams-Sonoma, Inc. is known for its high-quality products, upscale image, and focus on customer service."
Chipotle Mexican Grill,CMG,438,2023,Food Services,"Hotels, Restaurants & Leisure",CA,Newport Beach,86614,8635,899,6928,104958,"Chipotle Mexican Grill, Inc. is an American chain of fast-casual restaurants specializing in tacos and Mission-style burritos. The company is known for its focus on using high-quality, sustainably sourced ingredients in its dishes. Chipotle was founded in 1993 by Steve Ells and has since grown to become a popular dining option for customers seeking fresh, customizable Mexican-inspired food. The company is committed to food transparency and has implemented initiatives to promote ethically sourced ingredients and environmentally friendly practices."
M&T Bank,MTB,439,2023,Commercial Banks,Financials,NY,Buffalo,25534,8604,1992,200730,22509,"M&T Bank Corporation is an American bank holding company that was founded in 1856. It is based in the United States and is one of the 20 largest commercial bank holding companies in the country. M&T Bank offers a range of financial products and services to its customers, including retail and commercial banking, wealth management, and investment services. The bank operates over 750 branches and more than 1,800 ATMs in states such as New York, Maryland, New Jersey, Pennsylvania, Delaware, Connecticut, Virginia, West Virginia, and the District of Columbia."
LPL Financial Holdings,LPLA,440,2023,Securities,Financials,CA,San Diego,20371,8601,846,9482,6415,"LPL Financial Holdings Inc. is a publicly traded financial services company that was founded in 1989. The company provides brokerage, investment advisory, and other financial services to independent financial advisors, financial institutions, and individual investors in the United States. LPL Financial is one of the largest organizations of independent financial advisors in the country and has a network of over 17,000 financial advisors. The company is headquartered in the United States and offers a wide range of services and resources to help clients achieve their financial goals."
CMS Energy,CMS,441,2023,Utilities: Gas and Electric,Energy,MI,Jackson,18468,8596,837,31353,8817,"CMS Energy Corporation is a public utility holding company based in the United States. It is the parent company of Consumers Energy, a natural gas and electric utility serving Michigan. CMS Energy Corporation was founded in 1987 and is listed on the New York Stock Exchange. The company is involved in the generation, transmission, and distribution of electricity, as well as natural gas operations. CMS Energy Corporation is committed to providing reliable and sustainable energy to its customers while focusing on clean energy initiatives and environmental stewardship."
Campbell Soup,CPB,442,2023,Food Consumer Products,"Food, Beverages & Tobacco",NJ,Camden,13799,8562,757,11892,14700,"Campbell Soup Company, also known as Campbell's, is an American multinational food company that specializes in the production and distribution of canned soups and related products. Established in 1869 by Joseph A. Campbell and Abraham Anderson, the company has since expanded its product line to include broths, condensed soups, cookies, crackers, and beverages. Campbell's iconic red and white cans of soup have become a staple in households across the United States and beyond. In addition to its namesake brand, Campbell Soup Company owns and operates several other popular food brands."
Arthur J. Gallagher,AJG,443,2023,Diversified Financials,Financials,IL,Rolling Meadows,56296,8551,1114,38908,43640,"Arthur J. Gallagher & Co. is a global insurance brokerage and risk management services firm headquartered in the United States. The company offers a range of services, including commercial brokerage, risk management, and human resource consulting. Arthur J. Gallagher & Co. operates in various industries, such as aerospace, construction, energy, healthcare, and transportation. With a strong presence in the insurance industry, the company serves clients worldwide and has grown through acquisitions and strategic partnerships."
Blackstone,BX,444,2023,Diversified Financials,Financials,NY,New York,153162,8518,1748,42524,4695,"Blackstone Inc. is an American multinational private equity alternative investment management company. It was founded in 1985 by a group of former employees of Lehman Brothers and specializes in private equity, credit, and hedge fund investment strategies. Blackstone is one of the largest investment firms in the world and manages a wide range of assets including private equity, real estate, credit, and hedge funds. The company is headquartered in New York City and has offices in major cities around the world."
Dover,DOV,445,2023,Industrial Machinery,Industrials,IL,Downers Grove,25775,8508,1065,10897,25000,"Dover Corporation is an American conglomerate manufacturer of industrial products. Founded in 1955, the company operates in four business segments: Engineered Systems, Fluids, Refrigeration & Food Equipment, and Energy. Dover serves a wide range of industries including electronics, chemicals, energy, food and beverage, retail, and more. The company is known for its diverse portfolio of products and services, innovative solutions, and global presence."
ODP,ODP,446,2023,Specialty Retailers: Other,Retailing,FL,Boca Raton,1432,8491,166,4149,25000,"The ODP Corporation is a retail company that offers business services and supplies through multiple channels, including online, retail stores, direct sales, and catalogs. Formerly known as Office Depot, Inc., the company rebranded as The ODP Corporation in 2021. The company provides office products, technology products, furniture, supplies, print and document services, and other business services to customers ranging from individuals to large corporations. With a focus on helping businesses succeed, The ODP Corporation aims to provide innovative and sustainable solutions to meet the evolving needs of its customers."
Packaging Corp. of America,PKG,447,2023,"Packaging, Containers",Materials,IL,Lake Forest,16280,8478,1030,8004,15100,"Packaging Corporation of America (PCA) is an American packaging and paper company that specializes in producing corrugated packaging products, containerboard, and uncoated papers. With over 140 facilities across the United States, the company offers a wide range of packaging solutions for various industries, including food and beverage, e-commerce, consumer goods, and industrial products. PCA is known for its sustainable practices and commitment to environmental stewardship through initiatives such as responsible forestry management and energy efficiency."
Brighthouse Financial,BHF,448,2023,"Insurance: Life, Health (Stock)",Financials,NC,Charlotte,2745,8473,5,225580,1500,"Brighthouse Financial, Inc. is a leading provider of annuities and life insurance in the United States. The company was established in 2016 as a spin-off from MetLife. Brighthouse Financial offers a range of products designed to help individuals and families achieve financial security and prepare for retirement. They focus on helping customers create a protected income that can last a lifetime, as well as providing solutions for long-term care planning. In addition to their products, Brighthouse Financial also offers educational resources and tools to help individuals make informed decisions about their financial futures."
Beacon Roofing Supply,BECN,449,2023,Wholesalers: Diversified,Wholesalers,VA,Herndon,6072,8430,458,6004,7478,"Beacon Roofing Supply, Inc. is an American publicly traded company that distributes residential and non-residential roofing materials, as well as complementary building products. The company was founded in 1928 and has since grown to become one of the largest distributors of roofing materials in the United States. Beacon Roofing operates over 400 branches across North America and offers a wide range of products including shingles, metal roofing, and waterproofing materials."
Airbnb,ABNB,450,2023,Internet Services and Retailing,Technology,CA,San Francisco,90599,8399,1893,16038,6811,"Airbnb, Inc. is an American online marketplace company based in San Francisco, California. It was founded in 2008 by Brian Chesky, Joe Gebbia, and Nathan Blecharczyk, and operates a platform for individuals to rent out their properties for short-term lodging. Users can book accommodations through the Airbnb website or mobile app, connecting hosts with travelers looking for unique and local lodging options. The company has grown to become one of the largest accommodation sharing platforms globally, offering a wide range of housing options, from apartments and vacation homes to unique properties like castles and treehouses."
Boise Cascade,BCC,451,2023,Wholesalers: Diversified,Wholesalers,ID,Boise,5403,8387,858,3241,6840,"Boise Cascade Company is an American pulp and paper company that produces wood products and owns timberland in the United States. The company manufactures a wide range of products including lumber, plywood, particleboard, and engineered wood products. Boise Cascade also operates distribution facilities that supply building materials such as lumber, siding, decking, and insulation. The company has a long history dating back to the early 20th century and has grown to become a major player in the forest products industry in the United States."
Booz Allen Hamilton Holding,BAH,452,2023,Information Technology Services,Technology,VA,McLean,19911,8364,467,6026,29300,"Booz Allen Hamilton Holding Corporation is the parent company of Booz Allen Hamilton Inc., an American management and information technology consulting firm. The company provides consulting services to a wide range of clients, including government agencies, corporations, and non-profit organizations. Booz Allen Hamilton is known for its expertise in areas such as cybersecurity, technology integration, strategic consulting, and analytics. The company was founded in 1914 and has grown to become one of the leading consulting firms in the United States."
Westinghouse Air Brake Technologies,WAB,453,2023,Industrial Machinery,Industrials,PA,Pittsburgh,29915,8362,633,18516,27000,"Westinghouse Air Brake Technologies Corporation, commonly known as Wabtec, is an American company that provides equipment, systems, and services for the global rail industry. The company manufactures a wide range of products for locomotives, freight cars, and passenger transit vehicles, including brakes, electronics, air compressors, and more. Wabtec also offers train control and signaling solutions, as well as a variety of aftermarket services to support the maintenance and operation of rail systems. With a history dating back to the 19th century, Wabtec is a leading provider of innovative technology and solutions for the transportation industry."
ON Semiconductor,ON,454,2023,Semiconductors and Other Electronic Components,Technology,AZ,Scottsdale,32822,8326,1902,11979,31055,"ON Semiconductor Corporation is a leading American semiconductor supplier company that designs and manufactures a wide range of power and signal management, logic, discrete, and custom devices for automotive, communications, computing, consumer, industrial, and medical applications. The company was originally founded in 1999 and has since grown to become a key player in the global semiconductor industry. ON Semiconductor is known for its innovative solutions in energy-efficient electronics and power management technologies."
Oshkosh,OSK,455,2023,Construction and Farm Machinery,Industrials,WI,Oshkosh,7618,8282,174,7729,15000,"Oshkosh Corporation, formerly Oshkosh Truck, is an American industrial company that designs and builds specialty trucks, military vehicles, truck bodies, airport fire apparatus, and access equipment. The company was founded in 1917 in Oshkosh, Wisconsin and has since grown into a global leader in the manufacturing of specialty vehicles for various industries, including defense, transportation, construction, and firefighting. Oshkosh Corporation is known for its innovation, quality, and commitment to providing reliable and durable vehicles for its customers worldwide."
Franklin Resources,BEN,456,2023,Securities,Financials,CA,San Mateo,12500,8275,1292,28061,9800,"Franklin Resources, Inc., is an American multinational holding company specializing in asset management. It is the parent company of Franklin Templeton Investments, a global investment management organization known for its range of mutual funds, investment strategies, and wealth management services. Franklin Resources, Inc., was founded in 1947 by Rupert H. Johnson, Sr., and is headquartered in San Mateo, California. The company operates in over 30 countries and serves clients worldwide, managing assets across equity, fixed income, multi-asset, and alternative strategies."
Taylor Morrison Home,TMHC,457,2023,Homebuilders,Engineering & Construction,AZ,Scottsdale,6080,8225,1053,8471,3000,"Taylor Morrison Home Corporation is a home construction company in the United States. It is involved in the building and selling of single-family homes and townhomes under various brand names. The company operates in multiple states across the U.S. and is known for its focus on innovation, quality craftsmanship, and customer satisfaction. Taylor Morrison Home Corporation has a long history in the homebuilding industry and has established itself as a leading player in the market."
A-Mark Precious Metals,AMRK,458,2023,Wholesalers: Diversified,Wholesalers,CA,El Segundo,898,8159,133,1443,381,"A-Mark Precious Metals, Inc. is a full-service precious metals trading company. It is a wholesaler of gold, silver, platinum, and palladium bullion and related products, including bars, wafers, grain, and coins. The company offers a variety of services, such as financing, storage, logistics, and other resources to its customers. A-Mark serves various industries, including coin dealers, jewelers, investors, and collectors worldwide. The company was founded in 1965 and has since become a prominent player in the precious metals industry."
KeyCorp,KEY,459,2023,Commercial Banks,Financials,OH,Cleveland,14171,8130,1917,189813,17660,"KeyCorp is an American regional bank headquartered in Cleveland, Ohio. It is one of the largest bank-based financial services companies in the United States, with assets of approximately $170.5 billion as of 2021. KeyCorp operates through its primary subsidiary, KeyBank National Association, offering a wide range of retail and commercial banking, investment management, and mortgage lending services to individuals, businesses, and institutional clients. The company traces its history back to 1825 and has grown through mergers and acquisitions to become a significant player in the financial services industry."
ARKO,ARKO,460,2023,Specialty Retailers: Other,Retailing,VA,Richmond,652,8128,72,3255,12223,"Arko Corp, is a company that holds investments in various sectors, including technology, real estate, telecommunications, and financial services. The company was founded in the mid-20th century and has since grown to become a key player in the business world. Arko Corp has a diverse portfolio of investments and is known for its strategic approach to business expansion and development. The company has a strong track record of success and continues to explore new opportunities for growth and innovation in the market."
Lululemon athletica,LULU,461,2023,Specialty Retailers: Apparel,Retailing,WA,Sumner,36194,8111,855,5607,34000,"Lululemon Athletica Inc., styled as lululemon athletica, is a Canadian athletic apparel retailer founded in 1998. The company sells athletic wear including tops, bottoms, and accessories for yoga, running, and other active pursuits. Lululemon is known for its high-quality, stylish activewear and has developed a strong following among fitness enthusiasts and athleisure fans. The brand emphasizes a healthy lifestyle and community engagement, often hosting events and classes in its stores."
Old Republic International,ORI,462,2023,Insurance: Property and Casualty (Stock),Financials,IL,Chicago,8644,8084,686,25159,9500,"Old Republic International Corporation is an American insurance company that focuses on providing various types of insurance coverage, including property and liability insurance, as well as title and mortgage insurance. The company was founded in 1923 and has since grown to become a prominent player in the insurance industry. Old Republic International Corporation operates through various subsidiaries, each specializing in different aspects of the insurance market. The company is known for its long-standing presence in the industry and its commitment to providing reliable insurance products and services to its customers."
Zoetis,ZTS,463,2023,Pharmaceuticals,Health Care,NJ,Parsippany,78506,8080,2114,14925,13800,"Zoetis Inc. is an American pharmaceutical company that specializes in the development and production of medicine and vaccinations for pets and livestock. It was established in 2013 as a spin-off of Pfizer's animal health division. Zoetis Inc. is one of the largest veterinary pharmaceutical companies in the world, offering a wide range of products to support the health and well-being of animals. The company is dedicated to providing innovative solutions to veterinarians, livestock producers, and pet owners to help ensure the health and safety of animals worldwide."
Marathon Oil,MRO,464,2023,"Mining, Crude-Oil Production",Energy,TX,Houston,14597,8036,3612,19940,1570,"Marathon Oil Corporation is an American independent energy company engaged in the exploration, production, and marketing of oil and natural gas resources. With operations primarily in the United States, Equatorial Guinea, and the United Kingdom, Marathon Oil is involved in various aspects of the energy industry, including the development of oil and gas reserves, as well as the refining and marketing of petroleum products. The company has a history dating back to the early 20th century and has evolved into a prominent player in the global energy sector."
J.M. Smucker,SJM,465,2023,Food Consumer Products,"Food, Beverages & Tobacco",OH,Orrville,11873,7999,632,16055,6700,"The J.M. Smucker Company, commonly known as Smucker's, is an American manufacturer of fruit spreads, ice cream toppings, beverages, shortening, peanut butter, and other products in North America. The company was founded in 1897 by Jerome Monroe Smucker and is headquartered in the United States. Smucker's is known for its iconic fruit preserves and spreads, as well as its strong presence in the coffee and pet food markets. Today, the company has grown to become a leading player in the food and beverage industry, with a wide range of products under its portfolio."
Huntington Bancshares,HBAN,466,2023,Commercial Banks,Financials,OH,Columbus,20174,7950,2238,182906,19920,"Huntington Bancshares Incorporated is a bank holding company headquartered in the United States. It is the parent company of Huntington National Bank, which operates over 1,000 branches and maintains a network of ATMs across several states. The company offers a range of banking and financial services, including personal, business, and commercial banking, as well as wealth management and insurance products. Huntington Bancshares is known for its community involvement and commitment to customer service."
NGL Energy Partners,NGL,467,2023,Pipelines,Energy,OK,Tulsa,747,7948,185,6070,842,"NGL Energy Partners LP is an American company that provides a variety of services to oil and natural gas producers, including the transportation, storage, and marketing of crude oil, refined products, and natural gas liquids. The company also offers water treatment and disposal services for the oil and gas industry. NGL Energy Partners LP is headquartered in the United States and operates a network of facilities across North America."
Ingredion,INGR,468,2023,Food Production,"Food, Beverages & Tobacco",IL,Westchester,7767,7946,492,7561,11700,"Ingredion Incorporated is an American-based ingredient provider that produces a variety of starches, sweeteners, nutrition ingredients, and biomaterial solutions for various industries, including food and beverage, brewing, pharmaceuticals, and paper products. The company operates globally and serves customers in over 120 countries. Ingredion's products are used in a wide range of applications, such as enhancing texture, taste, and nutritional value in various food products. The company is known for its innovative and sustainable ingredient solutions that cater to the evolving needs of the industry."
Fortune Brands Innovations,FBIN,469,2023,"Building Materials, Glass",Materials,IL,Deerfield,8982,7923,687,6121,11200,"Fortune Brands Innovations, Inc. is an American publicly traded holding company founded in 2011. It owns and operates a diverse portfolio of businesses in the home and security markets. The company's subsidiaries include leading brands in categories such as home security, plumbing, and outdoor living products. Fortune Brands Innovations, Inc. focuses on creating products that enhance the beauty, comfort, and security of consumers' homes."
PPL,PPL,470,2023,Utilities: Gas and Electric,Energy,PA,Allentown,21771,7902,756,37837,6527,"PPL Corporation is an American energy company headquartered in the United States. It is engaged in the generation and marketing of electricity, primarily in the northeastern and western United States. PPL Corporation also manages regulated utilities in Kentucky and the United Kingdom, providing electricity and natural gas to customers. The company has a diverse energy portfolio that includes coal, natural gas, nuclear, hydro, and renewable energy sources. PPL Corporation is committed to sustainable practices and has made significant investments in renewable energy projects to reduce its carbon footprint."
Sanmina,SANM,471,2023,Semiconductors and Other Electronic Components,Technology,CA,San Jose,3776,7891,256,4860,36000,"Sanmina Corporation is an American electronics manufacturing services (EMS) provider headquartered in the United States. It provides end-to-end manufacturing solutions, including design, engineering, and fabrication of complex components and products. Sanmina serves various industries, such as communications networks, defense and aerospace, industrial, medical, multimedia, computing and storage, automotive, and clean technology. The company offers services such as product design and engineering, PCB fabrication, system assembly, logistics, repair, and after-market services. Founded in 1980, Sanmina has operations in over 25 countries and employs over 50,000 people worldwide."
Cintas,CTAS,473,2023,Diversified Outsourcing Services,Business Services,OH,Cincinnati,71206,7855,1236,8147,43000,"Cintas Corporation is an American company that provides a specialized business-to-business services, primarily in the areas of uniforms, facility services, and first aid and safety products. The company was founded in 1929 by Richard ""Doc"" Farmer in Cincinnati, Ohio. Cintas has grown to become a leading provider of corporate uniforms in North America, serving a wide range of industries such as healthcare, hospitality, and manufacturing. In addition to its uniform services, Cintas also offers document management, cleaning supplies, and other workplace essentials."
ABM Industries,ABM,475,2023,Diversified Outsourcing Services,Business Services,NY,New York,3017,7807,230,4869,127000,"ABM Industries Incorporated, commonly known as ABM, is an American facility management company. It offers services such as electrical and lighting, energy solutions, facilities engineering, parking, and security, among others. ABM serves a diverse range of industries, including commercial, government, healthcare, industrial, and retail sectors. The company was founded in 1909 and has since grown to become a prominent player in the facility management industry."
Rockwell Automation,ROK,476,2023,"Electronics, Electrical Equipment",Industrials,WI,Milwaukee,30873,7760,932,10759,26000,"Rockwell Automation, Inc. is an American provider of industrial automation and information technology. The company designs, manufactures, and sells industrial automation products and services to a wide range of industries worldwide. With a focus on helping companies increase productivity, improve efficiency, and reduce costs, Rockwell Automation offers solutions such as control systems, sensors, software, and services for various industrial applications. The company was founded in 1903 and has since grown to become a leading player in the industrial automation sector."
Northern Trust,NTRS,477,2023,Commercial Banks,Financials,IL,Chicago,17165,7752,1336,155037,23600,"Northern Trust Corporation is a financial services company that specializes in wealth management, asset servicing, asset management, and banking. It was founded in 1889 and has since grown to become a leading provider of financial services globally. Northern Trust Corporation serves corporations, institutional investors, and high-net-worth individuals, offering a range of services such as investment management, trust and custody, banking, and fiduciary services. The company is known for its focus on professionalism, integrity, and client service, and it operates in multiple countries around the world."
XPO,XPO,478,2023,Transportation and Logistics,Transportation,CT,Greenwich,12274,7718,666,6269,39500,"XPO Logistics, Inc. is an American corporation that provides transportation and logistics services worldwide. The company operates in two business segments: transportation and logistics. XPO Logistics offers services such as freight brokerage, last-mile delivery, contract logistics, and supply chain management. It was founded in 2011 and has since grown to become a major player in the logistics industry, serving a wide range of industries including retail, e-commerce, healthcare, and aerospace."
Science Applications International,SAIC,479,2023,Information Technology Services,Technology,VA,Reston,7039,7704,300,5543,25000,"Science Applications International Corporation (SAIC) is an American company that specializes in government services and information technology. The company offers a wide range of services, including engineering, technology integration, and project management for various government agencies, particularly in the fields of defense, intelligence, and homeland security. SAIC was founded in 1969 and has since grown to become a prominent player in the government contracting industry. The company is known for its work on a variety of high-profile projects and has a strong reputation for delivering innovative solutions to its clients."
Ameren,AEE,480,2023,Utilities: Gas and Electric,Energy,MO,St. Louis,19520,7662,1074,37904,9244,"Ameren Corporation is an American utility company that operates in the states of Missouri and Illinois. The company was formed in 1997 through the merger of Missouri-based Union Electric Company and Illinois-based CIPSCO Incorporated. Ameren serves over 2.4 million electric customers and more than 900,000 natural gas customers across its service territories. The company is involved in the generation, transmission, and distribution of electricity, as well as the distribution of natural gas. Ameren places a strong emphasis on sustainability and has set goals to reduce carbon emissions and increase the use of renewable energy sources in its power generation portfolio."
First American Financial,FAF,481,2023,Insurance: Property and Casualty (Stock),Financials,CA,Santa Ana,5824,7605,263,14955,21153,"First American Financial Corporation is a financial services company that provides title insurance and settlement services to the real estate and mortgage industries. Founded in 1889, it offers services such as title insurance, property information, and other real estate-related services. The company operates through multiple segments including Title Insurance and Services, Specialty Insurance, and Corporate. First American Financial Corporation is one of the largest title insurance companies in the United States, with a wide range of services aimed at facilitating real estate transactions and protecting property ownership rights."
Bath & Body Works,BBWI,482,2023,Specialty Retailers: Other,Retailing,OH,Columbus,10952,7560,800,5494,33000,"Bath & Body Works, Inc. is an American retail company specializing in personal care and home fragrance products. It was founded in 1990 and is a subsidiary of L Brands. Bath & Body Works offers a wide range of products including body lotions, shower gels, perfumes, candles, and home fragrances. The company operates over 1,700 stores across the United States and has a strong online presence as well. Known for its signature scents and seasonal collections, Bath & Body Works is a popular destination for customers looking for high-quality bath and beauty products."
Regions Financial,RF,483,2023,Commercial Banks,Financials,AL,Birmingham,17840,7531,2245,155220,20073,"Regions Financial Corporation is a bank holding company headquartered in the United States. It provides a range of banking and financial services such as retail and commercial banking, trust, securities brokerage, mortgage and insurance products. Regions operates through a network of branches and ATMs across multiple states in the South, Midwest, and Texas. The company serves individual customers, small businesses, and large corporations with various banking and financial solutions."
