name,rank,industry,sector,headquarters_state,headquarters_city,market_value_mil,revenue_mil,profit_mil,asset_mil,employees,description
Insight Enterprises,379,Information Technology Services,Technology,AZ,Chandler,4833,10431,281,5113,13448,"Insight Enterprises, Inc. is a global technology company that specializes in providing IT products and services to businesses, government agencies, and educational institutions. The company offers a wide range of technology solutions, including hardware, software, cloud services, and IT consulting. Insight Enterprises was founded in 1988 and has since grown to become one of the leading technology providers in the world. The company is known for its focus on innovation, customer service, and strategic partnerships with major technology vendors. With a strong presence in North America, Europe, and Asia Pacific, Insight Enterprises serves clients around the globe and helps them achieve their technology goals."
Hershey,380,Food Consumer Products,"Food, Beverages & Tobacco",PA,Hershey,51909,10419,1645,10949,18970,"The Hershey Company, commonly known as Hershey's, is an American multinational company and one of the largest chocolate manufacturers in the world. The company was founded by Milton S. Hershey in 1894 and is headquartered in Pennsylvania, USA. Hershey's products include chocolate bars, candy, and other confectionery items. In addition to its popular chocolate products, Hershey's also owns and operates Hersheypark, a chocolate-themed amusement park located in Pennsylvania. The company has a long history of philanthropy and has supported various charitable initiatives over the years."
News Corp.,381,"Publishing, Printing",Media,NY,New York,9972,10385,623,17221,25500,"News Corporation is an American diversified media and information services company. It was founded in 1980 by Rupert Murdoch and is headquartered in New York City. The company operates a wide range of media properties, including newspapers, websites, book publishing, and television broadcasting. Its notable assets include The Wall Street Journal, HarperCollins Publishers, and the Fox Broadcasting Company. News Corporation is known for its influence in the global media landscape and its controversial political connections."
Toll Brothers,382,Homebuilders,Engineering & Construction,PA,Fort Washington,6647,10276,1287,12289,5200,"Toll Brothers, Inc. is a luxury homebuilding company in the United States. It is a publicly traded company that focuses on building luxury homes, serving both move-up and empty nester buyers. Toll Brothers is known for its high-end custom designs, quality craftsmanship, and attention to detail in building homes across various regions in the United States. The company was founded in 1967 and has since grown to become one of the largest luxury homebuilders in the country."
Ulta Beauty,383,Specialty Retailers: Other,Retailing,IL,Bolingbrook,27390,10209,1242,5370,35750,"Ulta Beauty, Inc. is a retail company that specializes in beauty products and services. It was founded in 1990 and has since grown to become one of the largest beauty retailers in the United States. Ulta Beauty offers a wide range of beauty products, including cosmetics, skincare, haircare, and fragrances, from both high-end and drugstore brands. In addition to selling products, Ulta Beauty also offers salon services in many of its stores, such as haircuts, styling, and coloring. The company has a large presence across the country, with hundreds of stores in various locations."
Assurant,384,Insurance: Property and Casualty (Stock),Financials,GA,Atlanta,6354,10193,277,33124,13700,"Assurant, Inc. is a global provider of risk management products and services, specializing in property, casualty, and life insurance, as well as retirement and healthcare solutions. The company operates across North America, Latin America, Europe, and Asia Pacific, serving over 300 million customers worldwide. Assurant offers a wide range of protection products for homes, vehicles, mobile devices, and other consumer goods, as well as extended service contracts and financial services. With a focus on innovation and customer service, Assurant strives to help clients protect what matters most and navigate through life's uncertainties."
Weyerhaeuser,385,Forest and Paper Products,Materials,WA,Seattle,22082,10184,1880,17340,9264,"Weyerhaeuser Company is an American timberland company which owns and manages forest lands. It is one of the largest private landowners in the United States, with over 12 million acres of timberlands primarily in the U.S. and some in Canada. The company also operates in the timber, land, and forest products industries. Weyerhaeuser is involved in the growing and harvesting of trees, as well as in the production of wood products such as lumber, plywood, and engineered wood products. The company also has operations in real estate development and construction."
Biogen,386,Pharmaceuticals,Health Care,MA,Cambridge,40171,10173,3047,24554,8725,"Biogen Inc. is an American multinational biotechnology company specializing in the discovery, development, and delivery of therapies for neurological diseases, autoimmune disorders, and rare genetic diseases. Founded in 1978 as a relatively small start-up, the company has since grown to become one of the world's leading biotechnology companies, known for its innovative research and development in the field of biopharmaceuticals. Biogen is particularly renowned for its work in developing treatments for multiple sclerosis and spinal muscular atrophy, among other conditions."
Dana,387,Motor Vehicles & Parts,Motor Vehicles & Parts,OH,Maumee,2172,10156,242,7449,41800,"Dana Incorporated is an American supplier of drivetrain, sealing, and thermal-management technologies for a wide range of industries, including automotive, commercial vehicle, and off-highway equipment. The company was founded in 1904 and has since grown to become a global leader in the design and production of power-conveyance and energy-management solutions. Dana operates in more than 33 countries and employs over 36,000 people worldwide."
UGI,388,Utilities: Gas and Electric,Energy,PA,King of Prussia,7284,10106,1073,17575,10000,"UGI Corporation is an energy distribution and services company that operates through its subsidiaries. It is involved in the distribution and marketing of energy products such as natural gas and electricity, as well as the provision of related services. The company serves residential, commercial, and industrial customers in the United States and Europe. UGI Corporation also has operations in the midstream and upstream energy sectors, including natural gas gathering, processing, and storage. Additionally, the company offers energy-related services such as heating, ventilation, air conditioning, and refrigeration services."
Chewy,389,Internet Services and Retailing,Retailing,FL,Plantation,15959,10099,49,2515,19400,"Chewy, Inc. is an American online retailer of pet food and other pet-related products. It was founded in 2011 by Ryan Cohen and Michael Day and has grown to become one of the largest online pet retailers in the United States. Chewy offers a wide variety of pet products, including food, treats, toys, and supplies for a range of animals such as dogs, cats, birds, fish, and reptiles. The company is known for its convenient auto-ship program, where customers can schedule regular deliveries of pet products to their homes. Chewy is committed to providing exceptional customer service and has developed a loyal customer base since its inception."
Owens & Minor,390,Wholesalers: Health Care,Health Care,VA,Mechanicsville,1109,9956,22,5386,22500,"Owens & Minor, Inc. is a global healthcare solutions company that provides distribution, third-party logistics, and healthcare supply chain management services. The company serves healthcare providers and manufacturers with a vast array of medical and surgical products. Owens & Minor also offers management services for medical and surgical supplies, instruments, and medical devices across the United States and internationally. The company was founded in 1882 and has since grown to become a leading player in the healthcare industry."
Quest Diagnostics,391,Health Care: Pharmacy and Other Services,Health Care,NJ,Secaucus,15750,9883,946,12837,44500,"Quest Diagnostics Incorporated is an American clinical laboratory with a strong presence in the United States. Founded in 1967 as Metropolitan Pathology Laboratory, Inc., the company offers diagnostic testing services in various areas such as routine testing, gene-based and molecular testing, and drugs-of-abuse testing. Quest Diagnostics serves a wide range of customers including patients, healthcare professionals, employers, and government agencies. They operate a network of laboratories and patient service centers across the United States."
Public Service Enterprise Group,392,Utilities: Gas and Electric,Energy,NJ,Newark,31148,9800,1031,48718,12525,"The Public Service Enterprise Group, Inc. (PSEG) is a publicly traded diversified energy company headquartered in the United States. It was established in 1985 and operates primarily in the energy sector, focusing on electric power and natural gas production, transmission, and distribution. PSEG serves customers in New Jersey and parts of New York with its utilities, Public Service Electric and Gas Company (PSE&G) and PSEG Long Island. The company also has a diverse portfolio of non-regulated businesses, including power generation and energy retail services, aimed at providing reliable and sustainable energy solutions to its customers."
eBay,393,Internet Services and Retailing,Technology,CA,San Jose,23821,9795,1269,20850,11600,"eBay Inc. is an American multinational e-commerce corporation based in (headquarters location). The company facilitates online consumer-to-consumer and business-to-consumer sales through its website. eBay was founded by Pierre Omidyar in 1995, and it is a multibillion-dollar business with operations in about 32 countries. The company manages the online auction and shopping website eBay.com, where people and businesses buy and sell a wide variety of goods and services worldwide."
MasTec,394,Engineering & Construction,Engineering & Construction,FL,Coral Gables,7441,9778,33,9293,32000,"MasTec, Inc. is a multinational infrastructure construction company based in the United States. It was founded in 1929 and has since grown to become a leading infrastructure construction company serving a variety of industries, including telecommunications, energy, and utilities. MasTec is known for its expertise in designing, building, and maintaining infrastructure projects, such as pipelines, wireless networks, power plants, and renewable energy facilities. The company has operations in North, Central, and South America, as well as the Caribbean. MasTec is committed to delivering quality services and innovative solutions to its clients and has a strong reputation for excellence in the industry."
Owens Corning,395,"Building Materials, Glass",Materials,OH,Toledo,8697,9761,1241,10752,19000,"Owens Corning is an American company that specializes in the manufacturing of insulation, roofing, and fiberglass composites. It was founded in 1938 and has since grown to become a leading producer of building materials and composites systems. Owens Corning operates in three segments: Insulation Systems, Roofing and Asphalt, and Composites. The company is known for its innovative products that are used in residential, commercial, and industrial applications to improve energy efficiency, comfort, and durability. Owens Corning is committed to sustainability and has made efforts to reduce its environmental impact through various initiatives and programs."
Celanese,396,Chemicals,Chemicals,TX,Irving,12068,9673,1894,26272,13263,"Celanese Corporation is a global chemical company that produces specialty materials and chemical products which are used in a variety of industries including automotive, construction, consumer goods, electronics, and more. The company focuses on developing innovative solutions to meet the needs of its customers in various markets. Celanese is known for its advanced technology and research capabilities, as well as its commitment to sustainability and corporate responsibility."
Altice USA,397,Telecommunications,Telecommunications,NY,Long Island City,1560,9648,195,33665,11000,"Altice USA, Inc. is a telecommunications company that operates in the United States. It was formed as a result of the acquisition of Cablevision Systems Corporation by Altice Group in 2016. Altice USA provides a range of services including cable television, internet, and digital phone services to residential and business customers. The company also offers advertising services through its a4 division. Altice USA serves customers in various states across the country and is focused on providing high-quality connectivity and entertainment solutions."
Alaska Air Group,398,Airlines,Transportation,WA,Seattle,5348,9646,58,14186,24196,"Alaska Air Group, Inc. is an airline holding company based in the United States. It was founded in 1985 and is the parent company of Alaska Airlines and Horizon Air. Alaska Airlines is the flagship carrier and operates a large domestic route network primarily focused on destinations within the contiguous United States, Alaska, Hawaii, Costa Rica, Canada, and Mexico. Horizon Air, on the other hand, operates shorter routes within the Pacific Northwest and the western United States. Both airlines are known for their commitment to customer service and operational excellence."
SpartanNash,399,Wholesalers: Food and Grocery,Wholesalers,MI,Byron Center,870,9643,35,2307,14000,"SpartanNash Company is an American food distributor and grocery store retailer. It was formed in 2013 through the merger of Spartan Stores and Nash Finch Company. The company primarily operates in the Midwest, Northeast, and Southeast regions of the United States. SpartanNash provides a wide range of grocery products, including fresh produce, bakery goods, meats, dairy products, frozen foods, and general merchandise. In addition to its distribution services, SpartanNash also operates a number of retail stores under various brand names. The company is focused on providing high-quality products and services to both retail and wholesale customers."
Diamondback Energy,400,"Mining, Crude-Oil Production",Energy,TX,Midland,24816,9643,4386,26209,972,"Diamondback Energy, Inc. is an independent oil and natural gas company headquartered in the United States. It focuses on the acquisition, development, exploration, and exploitation of unconventional, onshore oil and natural gas reserves in the Permian Basin. The company's operations primarily involve horizontal drilling and hydraulic fracturing to extract oil and gas from various formations. Diamondback Energy is known for its commitment to operational excellence, technological innovation, and environmental stewardship in the oil and gas industry."
Intercontinental Exchange,401,Securities,Financials,GA,Atlanta,58372,9636,1446,194338,8911,"Intercontinental Exchange, Inc. (ICE) is an American company that operates global exchanges, clearing houses, and provides data and listing services. It was founded in 2000 and has expanded through acquisitions to become a leading player in financial markets. ICE owns and operates over a dozen exchanges, including the New York Stock Exchange (NYSE), and provides a wide range of services to facilitate trading and investing across various asset classes. The company is known for its technological innovation and efficient trading platforms, serving a diverse clientele of institutional and individual investors worldwide."
Darden Restaurants,402,Food Services,"Hotels, Restaurants & Leisure",FL,Orlando,18884,9630,953,10136,178956,"Darden Restaurants, Inc. is an American multi-brand restaurant operator headquartered in the United States. The company owns and operates a wide range of full-service and casual dining restaurants across several well-known brands. Darden Restaurants is among the largest casual dining restaurant companies in the world, with a diverse portfolio of popular restaurant chains serving a variety of cuisines."
UFP Industries,403,"Building Materials, Glass",Materials,MI,Grand Rapids,4964,9627,693,3672,15500,"UFP Industries, Inc., formerly known as Universal Forest Products, is an American company that manufactures and markets wood and wood-alternative products. The company offers a wide range of products including pressure-treated lumber, engineered wood components, pallets, fencing, siding, and packaging materials. UFP Industries serves various industries such as retail, construction, industrial, and commercial markets. The company operates through multiple subsidiaries and is known for its innovative approach to product development and customer service in the wood products industry."
WEC Energy Group,404,Utilities: Gas and Electric,Energy,WI,Milwaukee,29900,9597,1408,41872,7022,"WEC Energy Group, Inc. is an American energy company based in the United States. It is a diversified utility company that provides electric and natural gas services to customers across various states in the Midwest and Great Lakes regions. The company was formed in 2015 through the merger of Wisconsin Energy Corporation and Integrys Energy Group. WEC Energy Group serves millions of customers through its subsidiaries and is committed to providing reliable and sustainable energy solutions to support the communities it serves."
Yum China Holdings,405,Food Services,"Hotels, Restaurants & Leisure",TX,Plano,26517,9569,442,11826,275500,"Yum China Holdings, Inc. is a Chinese fast-food restaurant company that owns, operates, and franchises several popular brands including KFC, Pizza Hut, Taco Bell, and East Dawning in China. It was spun off from its American parent company Yum! Brands in 2016 and is the largest restaurant company in China in terms of revenue. Yum China operates over 9,000 restaurants in more than 1,400 cities and towns across China, serving millions of customers every day. The company is dedicated to providing high-quality, innovative menu offerings to cater to the diverse tastes and preferences of Chinese consumers."
EnLink Midstream,406,Pipelines,Energy,TX,Dallas,5102,9542,361,8651,1132,"EnLink Midstream, LLC is a leading midstream energy company that provides a range of integrated services in the natural gas, crude oil, and condensate regions. The company operates across several states in the United States, offering services such as gathering, processing, transmission, fractionation, storage, and marketing. EnLink Midstream focuses on creating innovative solutions for its customers in the energy sector while also maintaining a commitment to safety, environmental responsibility, and community engagement."
Newell Brands,408,"Home Equipment, Furnishings",Household Products,GA,Atlanta,5145,9459,197,13262,28000,"Newell Brands Inc. is an American worldwide marketer of consumer and commercial products with a portfolio of well-known brands. The company's products range from office and school supplies to home storage and organization solutions, to kitchen appliances and cookware. Newell Brands Inc. operates through multiple divisions and its products are sold in various retail channels across the globe. The company was formed through the merger of Newell Rubbermaid and Jarden Corporation in 2016."
Graphic Packaging Holding,409,"Packaging, Containers",Materials,GA,Atlanta,7829,9440,522,10328,24000,"Graphic Packaging Holding Company is a company that specializes in the packaging industry. It is a leading provider of paper-based packaging solutions for a wide variety of products. The company offers packaging products such as folding cartons, cups, and foodservice containers. Graphic Packaging Holding Company serves customers in various industries, including food and beverage, household, personal care, and healthcare. With a focus on sustainability, innovation, and customer service, the company aims to provide high-quality and environmentally friendly packaging solutions to meet the needs of its diverse customer base."
Olin,410,Chemicals,Chemicals,MO,Clayton,7263,9376,1327,8044,7780,"Olin Corporation is an American manufacturer of ammunition, chlorine, and sodium hydroxide. The company traces its roots back to 1892 and has since expanded its product portfolio to include a range of chemicals and materials for various industries. Olin Corporation is known for its innovative approach to product development and its commitment to sustainability and environmental responsibility."
Fifth Third Bancorp,411,Commercial Banks,Financials,OH,Cincinnati,18143,9353,2446,207452,19319,"Fifth Third Bancorp is a bank holding company based in the United States. It operates as a diversified financial services company, offering a range of banking, investment advisory, and insurance services to customers in various states. The company's history dates back to the mid-19th century, and it has grown to become one of the largest banking institutions in the U.S. Fifth Third Bancorp is known for its retail, commercial, and investment banking services, as well as its commitment to community involvement and philanthropy."
CenterPoint Energy,413,Utilities: Gas and Electric,Energy,TX,Houston,18589,9321,1057,38546,8986,"CenterPoint Energy, Inc. is a publicly traded electricity and natural gas utility serving the southern United States. The company was founded in 1882 and has grown to become one of the largest energy delivery companies in the region. CenterPoint Energy, Inc. provides services to millions of customers, including electric transmission and distribution, natural gas distribution, and energy services. The company is committed to providing reliable energy services while also focusing on sustainability and community involvement."
CommScope Holding,415,Network and Other Communications Equipment,Technology,NC,Hickory,1336,9228,1287,11685,30000,"CommScope Holding Company, Inc. is a multinational telecommunication company that specializes in providing infrastructure solutions for communication networks. The company offers a broad range of products and services, including cable management, network connectivity, and wireless communication solutions. CommScope serves a diverse customer base, including telecommunications service providers, enterprise businesses, and government agencies. The company has a global presence and is known for its innovative technology and reliable network solutions."
KLA,416,Semiconductors and Other Electronic Components,Technology,CA,Milpitas,55277,9212,3322,12597,14140,KLA Corporation is an American company that produces process control and yield management systems for the semiconductor industry. The company's products are used for measuring and controlling various parameters during the semiconductor manufacturing process to improve production yields. KLA Corporation was founded in 1975 and has since become a leading provider of advanced technology solutions for the semiconductor industry.
JetBlue Airways,417,Airlines,Transportation,NY,Long Island City,2383,9158,362,13045,18785,"JetBlue Airways Corporation, commonly referred to as JetBlue, is an American low-cost airline. The company was founded in August 1998 and started its operations in February 2000. JetBlue is headquartered in New York City and primarily operates flights within the United States, as well as to various international destinations in the Caribbean, South America, and Central America. Known for its commitment to providing high-quality customer service, JetBlue offers amenities such as free in-flight entertainment, snacks, and non-alcoholic beverages on all its flights. The airline has a fleet consisting mainly of Airbus A320 and Airbus A321 aircraft and has gained a reputation for its modern fleet, comfortable seating, and affordable fares."
Motorola Solutions,418,Network and Other Communications Equipment,Technology,IL,Chicago,47917,9112,1363,12814,20000,"Motorola Solutions, Inc. is an American technology company that provides communication and mission-critical solutions for businesses and governments. It was founded in 1928 as the Galvin Manufacturing Corporation and later changed its name to Motorola, Inc. The company split into two independent publicly traded companies in 2011, with Motorola Solutions, Inc. focusing on communication technologies for public safety and commercial customers. Motorola Solutions, Inc. provides a wide range of products and services including two-way radios, software, video security solutions, and analytics for various industries such as public safety, utilities, transportation, and manufacturing."
Citizens Financial Group,419,Commercial Banks,Financials,RI,Providence,14709,9069,2073,226733,18889,"Citizens Financial Group, Inc. is an American bank headquartered in **(location)**. It is one of the oldest and largest financial institutions in the United States. The bank offers a wide range of retail and commercial banking services, including traditional banking products, wealth management, mortgage lending, and small business banking. Citizens Financial Group, Inc. operates through its subsidiary, Citizens Bank, N.A., which serves customers across the East Coast. With a history dating back over 190 years, Citizens Financial Group, Inc. has grown to become a major player in the financial services industry."
Coterra Energy,420,"Mining, Crude-Oil Production",Energy,TX,Houston,18786,9051,4065,20154,1225,"Coterra Energy Inc. is an American oil and gas exploration and production company. The company focuses on the acquisition, exploration, development, and production of oil and natural gas reserves in key onshore basins in the United States. Coterra Energy operates as an independent energy company, with a primary goal of efficiently and responsibly extracting energy resources to meet the growing demand for oil and natural gas. The company is committed to sustainable practices and maintaining strong relationships with local communities and stakeholders."
Avery Dennison,421,"Packaging, Containers",Materials,OH,Mentor,14513,9039,757,7951,36000,"Avery Dennison Corporation is a global company that specializes in the design and manufacture of a wide range of labeling and functional materials. The company serves various industries, including retail, apparel, automotive, and healthcare, offering innovative solutions such as adhesive technologies, RFID tags, and packaging materials. With a history dating back to the 1930s, Avery Dennison has established itself as a leader in the labeling and packaging industry, providing products that enhance brand visibility, product identification, and supply chain efficiency for businesses worldwide."
PVH,422,Apparel,Apparel,NY,New York,5592,9024,200,11768,25000,"PVH Corp. is an American clothing company known for its fashion brands such as Calvin Klein, Tommy Hilfiger, Van Heusen, and IZOD. The company was founded in 1881 and has since grown into one of the largest global apparel companies, with a presence in over 40 countries. PVH Corp. designs, manufactures, and markets a variety of clothing and accessories for men, women, and children under its various brands. The company is committed to sustainability and social responsibility practices within its supply chain and operations. PVH Corp. is recognized for its innovative designs and high-quality products in the fashion industry."
GXO Logistics,423,Transportation and Logistics,Transportation,CT,Greenwich,5993,8993,197,9219,112000,"GXO Logistics, Inc. is an American company that specializes in contract logistics and supply chain management. It was established in 2021 as a spin-off company from a larger logistics organization. GXO Logistics focuses on providing innovative solutions for managing complex supply chains, helping businesses optimize their operations, improve efficiency, and enhance customer satisfaction. The company offers a wide range of services, including warehousing, distribution, transportation, and e-commerce fulfillment, catering to various industries such as retail, technology, healthcare, and food and beverage. GXO Logistics has a global presence and is known for its advanced technology platforms and commitment to sustainability in its operations."
Polaris,424,Transportation Equipment,Transportation,MN,Medina,6304,8987,447,5218,16200,"Polaris Inc. is an American manufacturer of snowmobiles, ATVs, and neighborhood electric vehicles. The company also produces motorcycles through its Indian Motorcycle subsidiary, as well as commercial and military vehicles. Polaris was founded in 1954 and is known for its innovative and high-quality products in the powersports industry. The company has a global presence and operates multiple manufacturing facilities worldwide."
Global Payments,425,Financial Data Services,Business Services,GA,Atlanta,27761,8976,112,44809,25000,"Global Payments Inc. is a leading provider of payment technology and software solutions for businesses around the world. The company offers a wide range of services, including payment processing, software integration, and e-commerce solutions. Global Payments serves a diverse customer base, including small businesses, multinational corporations, and financial institutions. With a focus on innovation and customer service, Global Payments has established itself as a trusted partner for businesses looking to streamline their payment processes and improve their overall operations."
Arconic,426,Metals,Materials,PA,Pittsburgh,2607,8961,182,6015,11550,"Arconic Corporation is an American company that specializes in lightweight metals engineering and manufacturing. The company produces a range of products made from aluminum, titanium, and nickel, catering to various industries such as aerospace, automotive, building and construction, and defense. Arconic Corporation was formed as a spin-off from its predecessor Alcoa Inc. in 2016, with a focus on innovation in materials science and advanced manufacturing techniques. The company is known for its expertise in developing high-performance metal products for critical applications, contributing to advancements in technology and sustainability."
Vertex Pharmaceuticals,427,Pharmaceuticals,Health Care,MA,Boston,81002,8931,3322,18151,4800,"Vertex Pharmaceuticals Incorporated is an American biopharmaceutical company known for discovering and developing small molecule drugs for serious diseases. Founded in 1989, Vertex focuses on creating treatments for cystic fibrosis, as well as other conditions such as alpha-1 antitrypsin deficiency, acute spinal cord injury, and more. The company's research and development efforts have led to the approval of several innovative therapies that have significantly improved the lives of patients worldwide. Vertex is recognized for its commitment to advancing scientific knowledge and transforming healthcare through its cutting-edge drug discovery and development programs."
Commercial Metals,428,Metals,Materials,TX,Irving,5727,8914,1217,6237,12483,"Commercial Metals Company (CMC) is a global manufacturing, recycling, and fabricating company that operates in the United States and internationally. The company specializes in producing, recycling, and marketing steel and metal products, as well as related materials and services. With a history dating back to 1915, Commercial Metals Company has grown to become a leading player in the steel industry, providing a wide range of products and services to customers in various sectors, including construction, infrastructure, manufacturing, and energy. The company is known for its commitment to sustainability and environmental stewardship through its recycling operations and efforts to reduce its carbon footprint."
Autoliv,429,Motor Vehicles & Parts,Motor Vehicles & Parts,MI,Auburn Hills,8013,8842,423,7717,65300,"Autoliv, Inc. is a Swedish-American company that specializes in automotive safety systems. It is the world's largest automotive safety supplier, developing and manufacturing airbags, seatbelts, steering wheels, and other safety components for major automobile manufacturers across the globe. Autoliv was founded in 1953 and has since expanded its operations internationally, employing over 67,000 people in more than 27 countries. The company is focused on developing innovative safety technology to protect passengers in vehicles and reduce the number of traffic accidents worldwide."
Constellation Brands,430,Beverages,"Food, Beverages & Tobacco",NY,Victor,41688,8821,40,25856,10000,"Constellation Brands, Inc. is an American diversified beverage company with a portfolio of well-known and globally recognized beer, wine, and spirits brands. The company was established in 1945 and has since grown to become one of the leading alcohol producers in the United States. Constellation Brands owns and markets a wide range of popular brands across different categories, including beer brands such as Corona, Modelo, and Pacifico, wine brands such as Robert Mondavi, Kim Crawford, and Meiomi, as well as spirits brands like Svedka Vodka and High West Whiskey."
Hilton Worldwide Holdings,431,"Hotels, Casinos, Resorts","Hotels, Restaurants & Leisure",VA,McLean,37535,8773,1255,15512,159000,"Hilton Worldwide Holdings Inc. is an American multinational hospitality company that manages and franchises a broad portfolio of hotels and resorts. Founded by Conrad Hilton in 1919, it is one of the largest and fastest-growing hospitality companies in the world. Hilton's portfolio includes a wide range of hotel brands catering to different market segments, including luxury, full-service, select-service, and extended-stay properties. With a global presence spanning over 100 countries, Hilton is known for its high standards of hospitality and customer service."
Foot Locker,432,Specialty Retailers: Apparel,Retailing,NY,New York,3708,8759,342,7907,31040,"Foot Locker, Inc. is an American sportswear and footwear retailer that operates in approximately 20 countries worldwide. The company was established in 1974 and is known for its wide selection of athletic footwear, apparel, and accessories from popular brands such as Nike, Adidas, Jordan, and Puma. Foot Locker, Inc. operates multiple retail chains, including Foot Locker, Kids Foot Locker, Champs Sports, and Eastbay, catering to a diverse customer base of athletes and sneaker enthusiasts."
Huntsman,433,Chemicals,Chemicals,TX,The Woodlands,5025,8715,460,8220,7000,"Huntsman Corporation is an American multinational manufacturer and marketer of chemical products for consumers and industrial customers. The company operates in four business segments: Polyurethanes, Performance Products, Advanced Materials, and Textile Effects. Huntsman Corporation was founded in 1970 and has grown to become a leading global specialty chemicals company, with a focus on innovation and sustainability in its products and processes."
Burlington Stores,434,Specialty Retailers: Apparel,Retailing,NJ,Burlington,13123,8703,230,7270,38018,"Burlington Stores, Inc., commonly known as Burlington, is an American national off-price department store retailer. It was founded in 1972 and has over 750 stores in 40 states and Puerto Rico. Burlington offers a wide range of products including clothing, shoes, accessories, furniture, and home goods from various brands at discounted prices. It is known for providing high-quality merchandise at affordable prices, making it a popular destination for budget-conscious shoppers."
Hertz Global Holdings,435,"Automotive Retailing, Services",Retailing,FL,Estero,5252,8685,2059,22497,25000,"Hertz Global Holdings, Inc. is an American car rental company that operates through its Hertz, Dollar, Thrifty, and Firefly brands. The company is one of the largest car rental companies in the world, with locations in 150 countries. Hertz was founded in 1918 and is headquartered in Estero, Florida. The company offers a wide range of rental vehicles, including cars, trucks, vans, and SUVs, to both leisure and business customers. In addition to its car rental services, Hertz also provides fleet management and car sales services."
Masco,436,"Home Equipment, Furnishings",Household Products,MI,Livonia,11207,8680,844,5187,19000,"Masco Corporation is a global manufacturer of home improvement and building products. The company was founded in 1929 and has grown to become one of the leading providers of branded products for the home improvement and new home construction markets. Masco's product portfolio includes faucets, cabinets, architectural coatings, windows, and other related products. The company operates through various subsidiaries and has a presence in North America, Europe, and other international markets. With a focus on innovation and quality, Masco Corporation aims to enhance the overall living experience for consumers around the world."
Williams-Sonoma,437,Specialty Retailers: Other,Retailing,CA,San Francisco,8057,8674,1128,4663,16800,"Williams-Sonoma, Inc. is an American publicly traded consumer retail company that sells kitchenware and home furnishings. It was founded in 1956 by Charles E. Williams in Sonoma, California. The company operates several retail brands, including its namesake Williams Sonoma, Pottery Barn, Pottery Barn Kids, West Elm, and others. Williams-Sonoma, Inc. is known for its high-quality products, upscale image, and focus on customer service."
Chipotle Mexican Grill,438,Food Services,"Hotels, Restaurants & Leisure",CA,Newport Beach,47186,8635,899,6928,104958,"Chipotle Mexican Grill, Inc. is an American chain of fast-casual restaurants specializing in tacos and Mission-style burritos. The company is known for its focus on using high-quality, sustainably sourced ingredients in its dishes. Chipotle was founded in 1993 by Steve Ells and has since grown to become a popular dining option for customers seeking fresh, customizable Mexican-inspired food. The company is committed to food transparency and has implemented initiatives to promote ethically sourced ingredients and environmentally friendly practices."
M&T Bank,439,Commercial Banks,Financials,NY,Buffalo,20093,8604,1992,200730,22509,"M&T Bank Corporation is an American bank holding company that was founded in 1856. It is based in the United States and is one of the 20 largest commercial bank holding companies in the country. M&T Bank offers a range of financial products and services to its customers, including retail and commercial banking, wealth management, and investment services. The bank operates over 750 branches and more than 1,800 ATMs in states such as New York, Maryland, New Jersey, Pennsylvania, Delaware, Connecticut, Virginia, West Virginia, and the District of Columbia.
"
LPL Financial Holdings,440,Securities,Financials,CA,San Diego,15914,8601,846,9482,6415,"LPL Financial Holdings Inc. is a publicly traded financial services company that was founded in 1989. The company provides brokerage, investment advisory, and other financial services to independent financial advisors, financial institutions, and individual investors in the United States. LPL Financial is one of the largest organizations of independent financial advisors in the country and has a network of over 17,000 financial advisors. The company is headquartered in the United States and offers a wide range of services and resources to help clients achieve their financial goals."
CMS Energy,441,Utilities: Gas and Electric,Energy,MI,Jackson,17902,8596,837,31353,8817,"CMS Energy Corporation is a public utility holding company based in the United States. It is the parent company of Consumers Energy, a natural gas and electric utility serving Michigan. CMS Energy Corporation was founded in 1987 and is listed on the New York Stock Exchange. The company is involved in the generation, transmission, and distribution of electricity, as well as natural gas operations. CMS Energy Corporation is committed to providing reliable and sustainable energy to its customers while focusing on clean energy initiatives and environmental stewardship."
Campbell Soup,442,Food Consumer Products,"Food, Beverages & Tobacco",NJ,Camden,16465,8562,757,11892,14700,"Campbell Soup Company, also known as Campbell's, is an American multinational food company that specializes in the production and distribution of canned soups and related products. Established in 1869 by Joseph A. Campbell and Abraham Anderson, the company has since expanded its product line to include broths, condensed soups, cookies, crackers, and beverages. Campbell's iconic red and white cans of soup have become a staple in households across the United States and beyond. In addition to its namesake brand, Campbell Soup Company owns and operates several other popular food brands."
Arthur J. Gallagher,443,Diversified Financials,Financials,IL,Rolling Meadows,40955,8551,1114,38908,43640,"Arthur J. Gallagher & Co. is a global insurance brokerage and risk management services firm headquartered in the United States. The company offers a range of services, including commercial brokerage, risk management, and human resource consulting. Arthur J. Gallagher & Co. operates in various industries, such as aerospace, construction, energy, healthcare, and transportation. With a strong presence in the insurance industry, the company serves clients worldwide and has grown through acquisitions and strategic partnerships."
